Hospital Address,Hospital City,Hospital State,Won/Lost/Exisiting,Hospital Type,Total Births,Exclusive BF%,Exclusive FF%,Exclusive Supplement,Net Preterm
"LAWRENCE AND MEMORIAL HOSPITAL, 365 MONTAUK AVENUE, NEW LONDON, CT, 06320",NEW LONDON,CT,Existing,Abbott Exclusive,1283,55.0%,5.0%,40.0%,110
"LAWRENCE GENERAL HOSPITAL, 1 GENERAL STREET, LAWRENCE, MA, 01841",LAWRENCE,MA,Existing,Abbott Exclusive,1418,49.0%,15.0%,36.0%,192
"LAYTON HOSPITAL, 201 WEST LAYTON PARKWAY, LAYTON, UT, 84041",LAYTON,UT,Existing,Abbott Exclusive,1310,80.0%,20.0%,0.0%,0
"LEHIGH VALLEY HOSP MUHLENBERG, 2545 SCHOENERSVILLE ROAD, BETHLEHEM, PA, 18017",BETHLEHEM,PA,Existing,Abbott Exclusive,1475,70.0%,10.0%,20.0%,155
"LEHIGH VALLEY HOSPITAL HAZLETON, 700 EAST BROAD STREET, HAZLETON, PA, 18201",HAZLETON,PA,Existing,Abbott Exclusive,660,65.0%,20.0%,15.0%,10
"LEHIGH VALLEY HOSPITAL POCONO, 206 EAST BROWN STREET, EAST STROUDSBURG, PA, 18301",EAST STROUDSBURG,PA,Existing,Abbott Exclusive,790,55.0%,30.0%,15.0%,70
"LEHIGH VALLEY HOSPITAL SCHUYLKILL, 420 SOUTH JACKSON STREET, POTTSVILLE, PA, 17901",POTTSVILLE,PA,Existing,Abbott Exclusive,550,40.0%,40.0%,20.0%,20
"LEHIGH VALLEY HOSPITAL, 1200 SOUTH CEDAR CREST BLVD, ALLENTOWN, PA, 18103",ALLENTOWN,PA,Existing,Abbott Exclusive,3400,70.0%,20.0%,10.0%,442
"LENOX HILL HOSPITAL, 100 EAST 77TH STREET, NEW YORK, NY, 10075",NEW YORK,NY,Existing,Abbott Exclusive,4000,55.0%,10.0%,35.0%,600
"LESTER E COX MED CTR, 1423 NORTH JEFFERSON AVE, SPRINGFIELD, MO, 65802",SPRINGFIELD,MO,Existing,Abbott Exclusive,3170,65.0%,30.0%,5.0%,340
"LEWISGALE HOSPITAL - MONTGOMERY, 3700 SOUTH MAIN STREET, BLACKSBURG, VA, 24060",BLACKSBURG,VA,Existing,Abbott Exclusive,715,90.0%,5.0%,5.0%,15
"LEXINGTON REGIONAL HEALTH CENTER, 1201 NORTH ERIE STREET, LEXINGTON, NE, 68850",LEXINGTON,NE,Existing,Abbott Exclusive,148,60.0%,20.0%,20.0%,10
"LIBERTY HOSP, 2525 GLENN HENDREN DR, LIBERTY, MO, 64068",LIBERTY,MO,Existing,Abbott Exclusive,770,80.0%,8.0%,12.0%,35
"LIFECARE MEDICAL CENTER, 715 DELMORE DR, ROSEAU, MN, 56751",ROSEAU,MN,Existing,Abbott Exclusive,180,60.0%,30.0%,10.0%,5
"LINCOLN MEDICAL & MENTAL HLTH CTR, 234 EAST 149TH STREET, BRONX, NY, 10451",BRONX,NY,Existing,Abbott Exclusive,2005,30.0%,70.0%,0.0%,210
"LINCOLN MEDICAL CENTER, 106 MEDICAL CENTER BLVD, FAYETTEVILLE, TN, 37334",FAYETTEVILLE,TN,Existing,Abbott Exclusive,263,15.0%,60.0%,25.0%,0
"LINCOLNHEALTH MILES CAMPUS, 35 MILES STREET, DAMARISCOTTA, ME, 04543",DAMARISCOTTA,ME,Existing,Abbott Exclusive,153,75.0%,25.0%,0.0%,3
"LITTLE COMPANY OF MARY HOSPITAL, 2800 W 95TH STREET, EVERGREEN PARK, IL, 60805",EVERGREEN PARK,IL,Lost,Abbott Exclusive,885,40.0%,20.0%,40.0%,5
"LIVINGSTON REGIONAL HOSPITAL, 315 OAK STREET, LIVINGSTON, TN, 38570",LIVINGSTON,TN,Existing,Abbott Exclusive,243,40.0%,40.0%,20.0%,17
"LOGAN REGIONAL HOSPITAL, 1400 N 500 E, LOGAN, UT, 84341",LOGAN,UT,Existing,Abbott Exclusive,2230,58.0%,15.0%,27.0%,190
"LONE PEAK HOSPITAL, 11925 SOUTH STATE STREET, DRAPER, UT, 84020",DRAPER,UT,Existing,Abbott Exclusive,1163,50.0%,10.0%,40.0%,166
"LONG ISLAND JEWISH MEDICAL CENTER, 270-05 76TH AVENUE, NEW HYDE PARK, NY, 11040",NEW HYDE PARK,NY,Existing,Abbott Exclusive,5100,36.0%,26.0%,38.0%,300
"LONGMONT UNITED HOSPITAL, 1950 MOUNTAIN VIEW AVENUE, LONGMONT, CO, 80501",LONGMONT,CO,Existing,Abbott Exclusive,360,50.0%,8.0%,42.0%,35
"LONGVIEW REGIONAL MEDICAL CENTER, 2901 NORTH FOURTH STREET, LONGVIEW, TX, 75605",LONGVIEW,TX,Existing,Abbott Exclusive,2192,40.0%,40.0%,20.0%,290
"LOURDES HOSPITAL, 1530 LONE OAK ROAD, PADUCAH, KY, 42003",PADUCAH,KY,Existing,Abbott Exclusive,439,65.0%,30.0%,5.0%,5
"LOVELACE REGIONAL HOSPITAL, 117 EAST 19TH STREET, ROSWELL, NM, 88201",ROSWELL,NM,Existing,Abbott Exclusive,800,25.0%,25.0%,50.0%,0
"LOWELL GENERAL HOSPITAL, 295 VARNUM AVENUE, LOWELL, MA, 01854",LOWELL,MA,Existing,Abbott Exclusive,2232,57.0%,43.0%,0.0%,227
"LOWER KEYS MEDICAL CENTER, 5900 COLLEGE ROAD, KEY WEST, FL, 33040",KEY WEST,FL,Existing,Abbott Exclusive,600,50.0%,40.0%,10.0%,5
"LOYOLA GOTTLIEB MEMORIAL HOSPITAL, 701 WEST NORTH AVENUE, MELROSE PARK, IL, 60160",MELROSE PARK,IL,Existing,Abbott Exclusive,0,15.0%,,,0
"LOYOLA UNIVERSITY MEDICAL CENTER, 2160 SOUTH FIRST AVENUE, MAYWOOD, IL, 60153",MAYWOOD,IL,Existing,Abbott Exclusive,1089,60.0%,5.0%,35.0%,273
"LUMINIS HLTH ANNE ARUNDEL MED CTR, 2001 MEDICAL PARKWAY, ANNAPOLIS, MD, 21401",ANNAPOLIS,MD,Existing,Abbott Exclusive,5770,55.0%,10.0%,35.0%,315
"LUTHERAN HOSPITAL OF INDIANA, 7950 WEST JEFFERSON BLVD, FORT WAYNE, IN, 46804",FORT WAYNE,IN,Existing,Abbott Exclusive,1182,55.0%,35.0%,10.0%,384
"LUTHERAN HOSPITAL, 12911 W 40TH AVE, GOLDEN, CO, 80401",GOLDEN,CO,Existing,Abbott Exclusive,1900,75.0%,7.0%,18.0%,150
"M HEALTH FAIRVIEW LAKES MED CTR, 5200 FAIRVIEW BOULEVARD, WYOMING, MN, 55092",WYOMING,MN,Existing,Abbott Exclusive,550,70.0%,10.0%,20.0%,0
"M HEALTH FAIRVIEW NORTHLAND MED CTR, 911 NORTHLAND DRIVE, PRINCETON, MN, 55371",PRINCETON,MN,Existing,Abbott Exclusive,349,72.0%,15.0%,13.0%,0
"M HEALTH FAIRVIEW RIDGES HOSPITAL, 201 EAST NICOLLET BOULEVARD, BURNSVILLE, MN, 55337",BURNSVILLE,MN,Existing,Abbott Exclusive,2365,75.0%,1.0%,24.0%,240
"M HEALTH FAIRVIEW SOUTHDALE HOSP, 6401 FRANCE AVENUE SOUTH, MINNEAPOLIS, MN, 55435",MINNEAPOLIS,MN,Existing,Abbott Exclusive,3022,65.0%,15.0%,20.0%,302
"M HEALTH FAIRVIEW ST JOHNS HOSP, 1575 BEAM AVENUE, MAPLEWOOD, MN, 55109",MAPLEWOOD,MN,Existing,Abbott Exclusive,2325,57.0%,7.0%,36.0%,232
"M HEALTH FAIRVIEW WOODWINDS HOSP, 1925 WOODWINDS DRIVE, WOODBURY, MN, 55125",WOODBURY,MN,Existing,Abbott Exclusive,1986,84.0%,3.0%,13.0%,175
"M LANNING MEM HOSPITAL, 715 N ST JOSEPH, HASTINGS, NE, 68901",HASTINGS,NE,Existing,Abbott Exclusive,245,70.0%,15.0%,15.0%,40
"MACNEAL HOSPITAL, 3249 S OAK PARK AVENUE, BERWYN, IL, 60402",BERWYN,IL,Existing,Abbott Exclusive,800,30.0%,20.0%,50.0%,-10
"MADISON HOSP, 820 3RD AVE, MADISON, MN, 56256",MADISON,MN,Existing,Abbott Exclusive,0,0.0%,0.0%,100.0%,0
"MADISON REGIONAL HEALTH, 323 SW 10TH STREET, MADISON, SD, 57042",MADISON,SD,Existing,Abbott Exclusive,56,83.0%,8.0%,9.0%,0
"MAIMONIDES MEDICAL CENTER, 4802 TENTH AVENUE, BROOKLYN, NY, 11219",BROOKLYN,NY,Existing,Abbott Exclusive,7800,25.0%,25.0%,50.0%,900
"MAINE MEDICAL CENTER, 22 BRAMHALL STREET, PORTLAND, ME, 04102",PORTLAND,ME,Existing,Abbott Exclusive,3654,68.0%,14.0%,18.0%,368
"MANATEE MEMORIAL HOSPITAL, 206 SECOND STREET EAST, BRADENTON, FL, 34208",BRADENTON,FL,Existing,Abbott Exclusive,1992,60.0%,20.0%,20.0%,185
"MANCHESTER MEMORIAL HOSPITAL, 71 HAYNES STREET, MANCHESTER, CT, 06040",MANCHESTER,CT,Existing,Abbott Exclusive,1523,70.0%,5.0%,25.0%,104
"MARGARET R PARDEE MEMORIAL HOSPITAL, 800 NORTH JUSTICE STREET, HENDERSONVILLE, NC, 28791",HENDERSONVILLE,NC,Existing,Abbott Exclusive,303,55.0%,35.0%,10.0%,0
"MARIAN MEDICAL CENTER, 1400 E CHURCH ST, SANTA MARIA, CA, 93454",SANTA MARIA,CA,Existing,Abbott Exclusive,3346,58.0%,5.0%,37.0%,344
"MARIAS MEDICAL CENTER, 640 PARK AVE, SHELBY, MT, 59474",SHELBY,MT,Existing,Abbott Exclusive,39,50.0%,40.0%,10.0%,3
"MARIETTA MEMORIAL HOSPITAL, 401 MATTHEW STREET, MARIETTA, OH, 45750",MARIETTA,OH,Existing,Abbott Exclusive,775,55.0%,18.0%,27.0%,0
"MARION COUNTY MEDICAL CENTER, 2829 EAST HIGHWAY 76, MULLINS, SC, 29574",MULLINS,SC,Existing,Abbott Exclusive,0,0.0%,,,0
"MARSHALL HOSP, 1100 MARSHALL WAY, PLACERVILLE, CA, 95667",PLACERVILLE,CA,Existing,Abbott Exclusive,517,90.0%,5.0%,5.0%,0
"MARSHFIELD MEDICAL CENTER  BD, 707 SOUTH UNIVERSITY AVENUE, BEAVER DAM, WI, 53916",BEAVER DAM,WI,Existing,Abbott Exclusive,211,78.0%,9.0%,13.0%,-1
"MARSHFIELD MEDICAL CENTER WESTON, 3400 MINISTRY PARKWAY, WESTON, WI, 54476",WESTON,WI,Existing,Abbott Exclusive,367,71.0%,13.0%,16.0%,0
"MARSHFIELD MEDICAL CENTER, 611 SAINT JOSEPH AVENUE, MARSHFIELD, WI, 54449",MARSHFIELD,WI,Existing,Abbott Exclusive,1199,70.0%,13.0%,17.0%,184
"MARTIN L KING JR COMM HOSPITAL, 1680 EAST 120TH STREET, LOS ANGELES, CA, 90059",LOS ANGELES,CA,Existing,Abbott Exclusive,670,70.0%,25.0%,5.0%,0
"MARY BLACK HEALTH SPARTANBURG, 1700 SKYLYN DRIVE, SPARTANBURG, SC, 29307",SPARTANBURG,SC,Existing,Abbott Exclusive,0,0.0%,0.0%,100.0%,0
"MARY GREELEY MEDICAL CTR, 1111 DUFF AVE, AMES, IA, 50010",AMES,IA,Existing,Abbott Exclusive,1447,70.0%,10.0%,20.0%,97
"MASONIC CHILDRENS HOSPITAL, 2450 RIVERSIDE AVENUE, MINNEAPOLIS, MN, 55454",MINNEAPOLIS,MN,Existing,Abbott Exclusive,2802,80.0%,10.0%,10.0%,652
"MAUI MEMORIAL HOSPITAL, 221 MAHALANI STREET, WAILUKU, HI, 96793",WAILUKU,HI,Existing,Abbott Exclusive,1785,68.0%,2.0%,30.0%,30
"MAURY REGIONAL MEDICAL CENTER, 1224 TROTWOOD AVENUE, COLUMBIA, TN, 38401",COLUMBIA,TN,Existing,Abbott Exclusive,1650,48.0%,15.0%,37.0%,150
"MC ALESTER REG HOSP, 1 CLARK BASS BLVD, MCALESTER, OK, 74501",MCALESTER,OK,Existing,Abbott Exclusive,470,52.0%,28.0%,20.0%,0
"MCALLEN MEDICAL CENTER, 301 WEST EXPRESSWAY 83, MC ALLEN, TX, 78503",MC ALLEN,TX,Existing,Abbott Exclusive,856,32.0%,22.0%,46.0%,119
"MCCALL MEM HOSP, 1000 STATE ST, MCCALL, ID, 83638",MCCALL,ID,Existing,Abbott Exclusive,100,80.0%,5.0%,15.0%,4
"MCCULLOUGH HYDE MEMORIAL HOSP, 110 NORTH POPLAR STREET, OXFORD, OH, 45056",OXFORD,OH,Existing,Abbott Exclusive,316,51.0%,49.0%,0.0%,-3
"MCKAY-DEE HOSP CTR, 4401 HARRISON BLVD, OGDEN, UT, 84403",OGDEN,UT,Existing,Abbott Exclusive,3425,68.0%,10.0%,22.0%,350
"MCKEE MEDICAL CENTER, 2000 BOISE AVE, LOVELAND, CO, 80538",LOVELAND,CO,Existing,Abbott Exclusive,0,,,,0
"MCKENZIE-WILLAMETTE MEDICAL CENTER, 1460 G STREET, SPRINGFIELD, OR, 97477",SPRINGFIELD,OR,Existing,Abbott Exclusive,776,75.0%,3.0%,22.0%,16
"MCLEOD HEALTH CLARENDON, 10 EAST HOSPITAL STREET, MANNING, SC, 29102",MANNING,SC,Existing,Abbott Exclusive,313,40.0%,30.0%,30.0%,-8
"MCLEOD HEALTH LORIS, 3655 MITCHELL STREET, LORIS, SC, 29569",LORIS,SC,Existing,Abbott Exclusive,474,20.0%,60.0%,20.0%,15
"MCLEOD MEDICAL CENTER DILLON, 301 EAST JACKSON STREET, DILLON, SC, 29536",DILLON,SC,Existing,Abbott Exclusive,300,10.0%,,,0
"MCLEOD REGIONAL MEDICAL CENTER, 555 EAST CHEVES STREET, FLORENCE, SC, 29506",FLORENCE,SC,Existing,Abbott Exclusive,2109,40.0%,40.0%,20.0%,408
"MCPHERSON HOSPITAL, 1000 HOSPITAL DR, MCPHERSON, KS, 67460",MCPHERSON,KS,Existing,Abbott Exclusive,131,75.0%,10.0%,15.0%,0
"MEADOWVIEW REGIONAL MEDICAL CENTER, 989 MEDICAL PARK DRIVE, MAYSVILLE, KY, 41056",MAYSVILLE,KY,Existing,Abbott Exclusive,382,30.0%,50.0%,20.0%,0
"MEASE COUNTRYSIDE HOSPITAL, 3231 MCMULLEN BOOTH ROAD, SAFETY HARBOR, FL, 34695",SAFETY HARBOR,FL,Existing,Abbott Exclusive,1895,65.0%,10.0%,25.0%,180
"MED CTR OF THE ROCKIES, 2500 ROCKY MOUNTAIN AVE, LOVELAND, CO, 80538",LOVELAND,CO,Existing,Abbott Exclusive,1441,60.0%,10.0%,30.0%,42
"MEDICAL CITY ALLIANCE, 3101 NORTH TARRANT PARKWAY, FORT WORTH, TX, 76177",FORT WORTH,TX,Existing,Abbott Exclusive,1190,75.0%,25.0%,0.0%,100
"MEDICAL CITY ARLINGTON, 3301 MATLOCK ROAD, ARLINGTON, TX, 76015",ARLINGTON,TX,Existing,Abbott Exclusive,4383,75.0%,15.0%,10.0%,401
"MEDICAL CITY DALLAS, 7777 FOREST LANE, DALLAS, TX, 75230",DALLAS,TX,Existing,Abbott Exclusive,7531,68.0%,10.0%,22.0%,1587
"MEDICAL CITY DECATUR, 609 MEDICAL CENTER DRIVE, DECATUR, TX, 76234",DECATUR,TX,Existing,Abbott Exclusive,500,65.0%,20.0%,15.0%,0
"MEDICAL CITY DENTON, 3535 SOUTH INTERSTATE 35, DENTON, TX, 76210",DENTON,TX,Existing,Abbott Exclusive,0,0.0%,0.0%,100.0%,0
"MEDICAL CITY FRISCO, 5500 FRISCO SQUARE BLVD, FRISCO, TX, 75034",FRISCO,TX,Existing,Abbott Exclusive,1096,75.0%,10.0%,15.0%,100
"MEDICAL CITY LAS COLINAS, 6800 NORTH MACARTHUR BLVD, IRVING, TX, 75039",IRVING,TX,Existing,Abbott Exclusive,746,65.0%,10.0%,25.0%,61
"MEDICAL CITY LEWISVILLE, 500 WEST MAIN STREET, LEWISVILLE, TX, 75057",LEWISVILLE,TX,Existing,Abbott Exclusive,2670,65.0%,10.0%,25.0%,270
"MEDICAL CITY MCKINNEY, 4500 MEDICAL CENTER DRIVE, MC KINNEY, TX, 75069",MC KINNEY,TX,Existing,Abbott Exclusive,1812,60.0%,19.0%,21.0%,136
"MEDICAL CITY PLANO, 3901 WEST 15TH STREET, PLANO, TX, 75075",PLANO,TX,Existing,Abbott Exclusive,2815,70.0%,10.0%,20.0%,275
"MEDICAL CTR OF SOUTHEAST TEXAS, 2555 JIMMY JOHNSON BLVD, PORT ARTHUR, TX, 77640",PORT ARTHUR,TX,Existing,Abbott Exclusive,1227,30.0%,50.0%,20.0%,138
"MEDINA HOSPITAL, 1000 EAST WASHINGTON STREET, MEDINA, OH, 44256",MEDINA,OH,Existing,Abbott Exclusive,0,70.0%,,,0
"MEEKER COUNTY MEM HOSP, 612 S SIBLEY, LITCHFIELD, MN, 55355",LITCHFIELD,MN,Existing,Abbott Exclusive,90,80.0%,5.0%,15.0%,0
"MELROSE-WAKEFIELD HOSPITAL, 585 LEBANON STREET, MELROSE, MA, 02176",MELROSE,MA,Existing,Abbott Exclusive,937,60.0%,25.0%,15.0%,83
"MEM HOSP OF CARBONDALE, 405 W JACKSON ST, CARBONDALE, IL, 62901",CARBONDALE,IL,Existing,Abbott Exclusive,2061,60.0%,20.0%,20.0%,148
"MEMORIAL HEALTH MEADOWS HOSPITAL, ONE MEADOWS PARKWAY, VIDALIA, GA, 30474",VIDALIA,GA,Lost,Abbott Exclusive,700,45.0%,35.0%,20.0%,0
"MEMORIAL HOSP CENTRAL, 1400 E BOULDER ST, COLORADO SPRINGS, CO, 80909",COLORADO SPRINGS,CO,Existing,Abbott Exclusive,1308,66.0%,10.0%,24.0%,125
"MEMORIAL HOSP LOS BANOS, 520 WEST I ST, LOS BANOS, CA, 93635",LOS BANOS,CA,Existing,Abbott Exclusive,682,60.0%,20.0%,20.0%,43
"MEMORIAL HOSP NORTH, 4050 BRIARGATE PARKWAY, COLORADO SPRINGS, CO, 80920",COLORADO SPRINGS,CO,Existing,Abbott Exclusive,3636,70.0%,5.0%,25.0%,50
"MEMORIAL HOSPITAL JACKSONVILLE, 3625 UNIVERSITY BLVD SOUTH, JACKSONVILLE, FL, 32216",JACKSONVILLE,FL,Existing,Abbott Exclusive,696,40.0%,15.0%,45.0%,70
"MEMORIAL HOSPITAL NORTH, 1700 COFFEE RD, MODESTO, CA, 95355",MODESTO,CA,Existing,Abbott Exclusive,1503,60.0%,12.0%,28.0%,136
"MEMORIAL HOSPITAL OF GARDENA, 1145 WEST REDONDO BEACH BLVD, GARDENA, CA, 90247",GARDENA,CA,Existing,Abbott Exclusive,0,0.0%,0.0%,100.0%,0
"MEMORIAL HOSPITAL OF SWEETWATER CO, 1200 COLLEGE DRIVE, ROCK SPRINGS, WY, 82901",ROCK SPRINGS,WY,Existing,Abbott Exclusive,543,50.0%,15.0%,35.0%,40
"MEMORIAL HOSPITAL, 1423 7TH ST, AURORA, NE, 68818",AURORA,NE,Existing,Abbott Exclusive,22,70.0%,15.0%,15.0%,1
"MEMORIAL HOSP-LONG BEACH, 2801 ATLANTIC, LONG BEACH, CA, 90806",LONG BEACH,CA,Existing,Abbott Exclusive,5850,62.0%,2.0%,36.0%,1250
"MEMORIAL UNIVERSITY MEDICAL CTR, 4700 WATERS AVENUE, SAVANNAH, GA, 31404",SAVANNAH,GA,Existing,Abbott Exclusive,4550,50.0%,17.0%,33.0%,1050
"MENORAH MEDICAL CENTER, 5721 WEST 119TH STREET, OVERLAND PARK, KS, 66209",OVERLAND PARK,KS,Existing,Abbott Exclusive,680,70.0%,10.0%,20.0%,60
"MERCY HEALTH HACKLEY CAMPUS, 1700 CLINTON STREET, MUSKEGON, MI, 49442",MUSKEGON,MI,Existing,Abbott Exclusive,0,60.0%,20.0%,20.0%,0
"MERCY HEALTH TIFFIN HOSPITAL, 45 ST LAWRENCE DRIVE, TIFFIN, OH, 44883",TIFFIN,OH,Existing,Abbott Exclusive,745,51.0%,24.0%,25.0%,0
"MERCY HEALTH WEST HOSPITAL, 3300 MERCY HEALTH BLVD, CINCINNATI, OH, 45211",CINCINNATI,OH,Existing,Abbott Exclusive,675,0.0%,,,0
"MERCY HOSP OF FOLSOM, 1650 CREEKSIDE DRIVE, FOLSOM, CA, 95630",FOLSOM,CA,Existing,Abbott Exclusive,806,85.0%,5.0%,10.0%,8
"MERCY HOSPITAL ANDERSON, 7500 STATE ROAD, CINCINNATI, OH, 45255",CINCINNATI,OH,Existing,Abbott Exclusive,1370,85.0%,15.0%,0.0%,20
"MERCY HOSPITAL, 4001 J ST, SACRAMENTO, CA, 95819",SACRAMENTO,CA,Existing,Abbott Exclusive,2620,67.0%,11.0%,22.0%,0
"MERCY MED CTR-MT SHASTA, 914 PINE ST, MOUNT SHASTA, CA, 96067",MOUNT SHASTA,CA,Existing,Abbott Exclusive,221,85.0%,10.0%,5.0%,0
"MERCY MEDICAL CENTER, 1000 NORTH VILLAGE AVENUE, ROCKVILLE CENTRE, NY, 11570",ROCKVILLE CENTRE,NY,Existing,Abbott Exclusive,835,70.0%,30.0%,0.0%,35
"MERCY MEDICAL CENTER, 701 TENTH STREET SE, CEDAR RAPIDS, IA, 52403",CEDAR RAPIDS,IA,Existing,Abbott Exclusive,800,70.0%,10.0%,20.0%,105
"MERCY REGIONAL MEDICAL CENTER, 3700 KOLBE ROAD, LORAIN, OH, 44053",LORAIN,OH,Existing,Abbott Exclusive,565,55.0%,45.0%,0.0%,18
"MERCY REGIONAL MEDICAL CENTER, 800 EAST MAIN STREET, VILLE PLATTE, LA, 70586",VILLE PLATTE,LA,Existing,Abbott Exclusive,0,0.0%,0.0%,100.0%,0
"MERCY ST CHARLES HOSPITAL, 2600 NAVARRE AVENUE, OREGON, OH, 43616",OREGON,OH,Existing,Abbott Exclusive,0,41.0%,35.0%,24.0%,0
"MERCY ST VINCENT MEDICAL CENTER, 2213 CHERRY STREET, TOLEDO, OH, 43608",TOLEDO,OH,Existing,Abbott Exclusive,1610,50.0%,26.0%,24.0%,462
"MERCYONE CLINTON MEDICAL CENTER, 1410 NORTH 4TH STREET, CLINTON, IA, 52732",CLINTON,IA,Existing,Abbott Exclusive,294,60.0%,27.0%,13.0%,0
"MERCYONE DES MOINES MEDICAL CTR, 1111 6TH AVENUE, DES MOINES, IA, 50314",DES MOINES,IA,Existing,Abbott Exclusive,4350,50.0%,10.0%,40.0%,600
"MERCYONE DUBUQUE MEDICAL CENTER, 250 MERCY DRIVE, DUBUQUE, IA, 52001",DUBUQUE,IA,Existing,Abbott Exclusive,650,62.0%,17.0%,21.0%,25
"MERCYONE NEWTON MEDICAL CENTER, 204 NORTH 4TH AVENUE EAST, NEWTON, IA, 50208",NEWTON,IA,Existing,Abbott Exclusive,112,74.0%,13.0%,13.0%,0
"MERCYONE NORTH IOWA MEDICAL CTR, 1000 4TH STREET SOUTHWEST, MASON CITY, IA, 50401",MASON CITY,IA,Existing,Abbott Exclusive,697,65.0%,10.0%,25.0%,15
"MERCYONE SIOUXLAND MEDICAL CTR, 801 FIFTH STREET, SIOUX CITY, IA, 51101",SIOUX CITY,IA,Existing,Abbott Exclusive,0,0.0%,0.0%,100.0%,0
"MERCYONE WATERLOO MEDICAL CENTER, 3421 WEST NINTH STREET, WATERLOO, IA, 50702",WATERLOO,IA,Existing,Abbott Exclusive,1263,66.0%,6.0%,28.0%,107
"MERCYONE WEST DES MOINES MED CTR, 1755 59TH PLACE, WEST DES MOINES, IA, 50266",WEST DES MOINES,IA,Existing,Abbott Exclusive,735,60.0%,30.0%,10.0%,25
"MERIT HEALTH CENTRAL, 1850 CHADWICK DRIVE, JACKSON, MS, 39204",JACKSON,MS,Existing,Abbott Exclusive,676,15.0%,42.0%,43.0%,-15
"MERIT HEALTH MADISON, 161 RIVER OAKS DRIVE, CANTON, MS, 39046",CANTON,MS,Existing,Abbott Exclusive,0,0.0%,100.0%,0.0%,0
"MERIT HEALTH WESLEY, 5001 HARDY STREET, HATTIESBURG, MS, 39402",HATTIESBURG,MS,Lost,Abbott Exclusive,930,65.0%,15.0%,20.0%,55
"MERIT HEALTH WOMANS HOSPITAL, 1026 NORTH FLOWOOD DRIVE, FLOWOOD, MS, 39232",FLOWOOD,MS,Existing,Abbott Exclusive,1316,62.0%,13.0%,25.0%,50
"MERITER PARK HOSP, 202 S PARK ST, MADISON, WI, 53715",MADISON,WI,Existing,Abbott Exclusive,4503,79.0%,1.0%,20.0%,471
"METHODIST HOSPITAL SOUTH, 1905 HIGHWAY 97 EAST, JOURDANTON, TX, 78026",JOURDANTON,TX,Existing,Abbott Exclusive,0,0.0%,3.0%,97.0%,0
"METHODIST HOSPITAL, 600 GRANT STREET, GARY, IN, 46402",GARY,IN,Existing,Abbott Exclusive,524,50.0%,40.0%,10.0%,114
"METHODIST HOSPITAL, 7700 FLOYD CURL DRIVE, SAN ANTONIO, TX, 78229",SAN ANTONIO,TX,Existing,Abbott Exclusive,10303,60.0%,30.0%,10.0%,814
"METHODIST HOSPITAL, 8701 BROADWAY, MERRILLVILLE, IN, 46410",MERRILLVILLE,IN,Existing,Abbott Exclusive,515,50.0%,50.0%,0.0%,-15
"METHODIST LEBONHEUR GERMANTOWN HOSP, 7691 POPLAR AVENUE, GERMANTOWN, TN, 38138",GERMANTOWN,TN,Lost,Abbott Exclusive,4389,50.0%,12.0%,38.0%,453
"METHODIST SOUTH HOSPITAL, 1300 WESLEY DRIVE, MEMPHIS, TN, 38116",MEMPHIS,TN,Lost,Abbott Exclusive,598,20.0%,40.0%,40.0%,63
"METHODIST STONE OAK HOSPITAL, 1139 EAST SONTERRA BLVD, SAN ANTONIO, TX, 78258",SAN ANTONIO,TX,Existing,Abbott Exclusive,2139,65.0%,30.0%,5.0%,162
"METHODIST WEST HOSPITAL, 1660 60TH STREET, WEST DES MOINES, IA, 50266",WEST DES MOINES,IA,Existing,Abbott Exclusive,1170,50.0%,10.0%,40.0%,0
"METROHEALTH MEDICAL CENTER, 2500 METROHEALTH DRIVE, CLEVELAND, OH, 44109",CLEVELAND,OH,Existing,Abbott Exclusive,2562,40.0%,13.0%,47.0%,537
"METROPOLITAN HOSPITAL CENTER, 1901 FIRST AVENUE, NEW YORK, NY, 10029",NEW YORK,NY,Existing,Abbott Exclusive,1155,25.0%,5.0%,70.0%,305
"METROPOLITAN METHODIST HOSPITAL, 1310 MCCULLOUGH AVENUE, SAN ANTONIO, TX, 78212",SAN ANTONIO,TX,Existing,Abbott Exclusive,5152,28.0%,16.0%,56.0%,503
"MIAMI VALLEY HOSPITAL SOUTH, 2400 MIAMI VALLEY DRIVE, CENTERVILLE, OH, 45459",CENTERVILLE,OH,Existing,Abbott Exclusive,0,70.0%,30.0%,0.0%,0
"MIAMI VALLEY HOSPITAL, ONE WYOMING STREET, DAYTON, OH, 45409",DAYTON,OH,Existing,Abbott Exclusive,4085,65.0%,30.0%,5.0%,665
"MID COAST HOSPITAL, 123 MEDICAL CENTER DRIVE, BRUNSWICK, ME, 04011",BRUNSWICK,ME,Existing,Abbott Exclusive,582,90.0%,8.0%,2.0%,0
"MIDLAND MEMORIAL HOSPITAL, 4214 ANDREWS HWY, MIDLAND, TX, 79703",MIDLAND,TX,Existing,Abbott Exclusive,3076,70.0%,8.0%,22.0%,85
"MIDSTATE MEDICAL CENTER, 435 LEWIS AVENUE, MERIDEN, CT, 06451",MERIDEN,CT,Existing,Abbott Exclusive,712,60.0%,10.0%,30.0%,0
"MIDTOWN MEDICAL CENTER, 710 CENTER STREET, COLUMBUS, GA, 31901",COLUMBUS,GA,Existing,Abbott Exclusive,3509,27.0%,30.0%,43.0%,499
